-1821.8101180693864,2262
-584.0752931421155,2317
-582.7323224800805,2316
16.7117722052296,2344
603.445537963142,2372
644.588212127813,2374
666.7737494197221,2375
1005.0016407096815,2391
1740.6743412460376,2428
1820.7963994374645,2433
1884.9126214543048,2436
1913.31750466271,2437
2008.2823851004955,2441
2832.4916491943386,2485
2948.466940148691,2492
3009.3791086842766,2493
3051.045503583382,2497
3120.96796811294,2501
3151.2288567779624,2503
4003.937125963431,2548
4031.1076633327566,2551
4169.056508709513,2559
4277.060223173788,2565
4348.463544610554,2569
4402.190650481592,2572
5013.53196396688,2605
5242.423418120898,2621
5385.444939793102,2630
5494.5847046513845,2637
5588.899756391676,2642
5631.552862447385,2645
6003.753134723106,2665
6449.5699548973,2696
6593.409795488453,2705
6724.944703067086,2713
6807.918125132536,2719
6869.6451851150305,2723
7004.746121068365,2728
7648.356917053164,2774
7814.109387611521,2785
7934.060838171771,2794
8008.484755149855,2794
8035.593149497851,2800
8108.3781641291735,2805
8859.781859464882,2857
9000.254380735387,2863
9013.731916669898,2869
9151.763309840338,2879
9263.903439732569,2887
9332.991869137897,2892
10007.597336398207,2936
10050.289878438518,2945
10221.873365032274,2958
10370.09588703684,2969
10478.213255413637,2978
10570.995897565836,2984
11249.252091543,3038
11430.63997152882,3052
11574.541717227674,3064
11705.80072844621,3074
12448.834712945754,3136
12625.628865463515,3152
12792.157348753582,3165
13634.744302298304,3240
13833.6841555252,3257
14833.621011716912,3350
